,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,3.180722891566265,1.1566265060240963,2.746987951807229,3.0481927710843375,5.301204819277109,4.0602409638554215,3.4698795180722892,3.0963855421686746,2.2048192771084336,2.1566265060240966,0.5783132530120482,1.1686746987951808,1.963855421686747,3.144578313253012,2.5180722891566263,1.7108433734939759,1.8433734939759037,1.3012048192771084,82.0
0,2.0921052631578947,1.4473684210526316,1.4473684210526316,1.394736842105263,1.4736842105263157,2.526315789473684,1.4210526315789473,0.8421052631578947,1.644736842105263,1.513157894736842,0.7236842105263158,0.75,1.0789473684210527,0.9473684210526315,1.75,0.9078947368421053,0.4605263157894737,1.25,75.0
0,3.911764705882353,1.7941176470588236,2.764705882352941,1.9705882352941178,6.117647058823529,4.588235294117647,3.411764705882353,3.264705882352941,2.235294117647059,3.176470588235294,0.9117647058823529,1.4411764705882353,1.7352941176470589,4.264705882352941,2.7941176470588234,1.8235294117647058,1.9411764705882353,1.9705882352941178,33.0
0,3.803921568627451,4.196078431372549,3.5294117647058822,3.215686274509804,6.450980392156863,4.098039215686274,3.156862745098039,2.176470588235294,3.0588235294117645,3.0980392156862746,2.5294117647058822,1.7254901960784315,2.0980392156862746,4.078431372549019,2.392156862745098,2.019607843137255,1.2352941176470589,1.7843137254901962,50.0
0,2.630952380952381,4.416666666666667,3.4761904761904763,2.1785714285714284,4.630952380952381,4.464285714285714,4.0476190476190474,1.3095238095238095,4.345238095238095,2.2976190476190474,2.5238095238095237,1.7619047619047619,1.369047619047619,2.5714285714285716,2.142857142857143,2.4642857142857144,0.5833333333333334,2.6666666666666665,83.0
0,2.5217391304347827,1.0260869565217392,2.408695652173913,1.7217391304347827,2.5739130434782607,2.5130434782608697,1.0521739130434782,1.608695652173913,1.6869565217391305,1.9304347826086956,0.6086956521739131,1.6521739130434783,1.1391304347826088,1.608695652173913,1.5826086956521739,0.6695652173913044,1.0521739130434782,1.3043478260869565,114.0
0,3.8088235294117645,3.9705882352941178,1.9558823529411764,2.838235294117647,5.0588235294117645,3.4411764705882355,3.764705882352941,1.1029411764705883,2.3823529411764706,2.764705882352941,2.3823529411764706,1.0735294117647058,2.1323529411764706,3.7205882352941178,2.2205882352941178,2.6029411764705883,0.6029411764705882,1.588235294117647,67.0
0,3.6315789473684212,4.684210526315789,3.1578947368421053,3.3947368421052633,2.526315789473684,5.2105263157894735,3.789473684210526,3.1578947368421053,2.5,2.9210526315789473,2.710526315789474,1.868421052631579,2.0789473684210527,1.3157894736842106,2.6842105263157894,1.8421052631578947,1.9210526315789473,1.4473684210526316,37.0
0,3.090909090909091,2.159090909090909,3.659090909090909,3.4545454545454546,3.25,2.909090909090909,2.5,2.1363636363636362,1.5681818181818181,2.2954545454545454,1.3863636363636365,2.272727272727273,2.5681818181818183,2.159090909090909,2.022727272727273,1.7045454545454546,1.4318181818181819,1.5,43.0
0,3.5416666666666665,4.041666666666667,3.7916666666666665,2.0,6.5,5.333333333333333,2.875,3.5416666666666665,2.2916666666666665,2.75,2.0,2.0,1.4166666666666667,4.083333333333333,2.875,1.4583333333333333,1.875,1.625,23.0
0,3.7586206896551726,4.724137931034483,3.1724137931034484,1.4137931034482758,5.620689655172414,5.068965517241379,4.620689655172414,1.9310344827586208,1.7586206896551724,3.1724137931034484,2.4482758620689653,1.3793103448275863,0.896551724137931,3.2758620689655173,2.7241379310344827,3.2758620689655173,1.2413793103448276,1.2413793103448276,28.0
0,3.142857142857143,1.3285714285714285,1.8142857142857143,3.1142857142857143,5.257142857142857,4.014285714285714,3.2285714285714286,1.1714285714285715,3.442857142857143,2.2857142857142856,0.6428571428571429,0.9714285714285714,2.2857142857142856,4.128571428571429,2.557142857142857,1.8857142857142857,0.6857142857142857,2.642857142857143,69.0
0,4.297297297297297,3.22972972972973,2.3513513513513513,3.175675675675676,6.04054054054054,3.175675675675676,4.094594594594595,2.6216216216216215,3.0945945945945947,2.9594594594594597,1.945945945945946,1.7027027027027026,2.0675675675675675,3.77027027027027,1.8783783783783783,2.1486486486486487,1.2432432432432432,2.0405405405405403,73.0
0,3.5714285714285716,2.0535714285714284,4.428571428571429,3.0535714285714284,5.803571428571429,5.125,4.928571428571429,2.0,4.142857142857143,2.892857142857143,1.1428571428571428,2.482142857142857,2.0714285714285716,4.214285714285714,2.9107142857142856,2.9107142857142856,1.0535714285714286,2.8035714285714284,55.0
0,2.9767441860465116,0.8372093023255814,1.9534883720930232,2.4186046511627906,4.627906976744186,3.0697674418604652,3.558139534883721,1.813953488372093,2.3255813953488373,2.5348837209302326,0.37209302325581395,1.3488372093023255,2.13953488372093,3.0930232558139537,2.186046511627907,2.441860465116279,1.0232558139534884,2.0,42.0
0,2.616822429906542,1.1869158878504673,3.0186915887850465,0.9158878504672897,4.05607476635514,3.149532710280374,0.9719626168224299,0.5700934579439252,2.7476635514018692,2.046728971962617,0.5794392523364486,2.0654205607476634,0.6261682242990654,2.803738317757009,2.1121495327102804,0.5327102803738317,0.2897196261682243,2.1869158878504673,106.0
0,2.8653846153846154,3.201923076923077,2.4134615384615383,1.4615384615384615,2.8076923076923075,2.9423076923076925,3.173076923076923,1.25,3.019230769230769,2.048076923076923,1.9807692307692308,1.4711538461538463,0.9326923076923077,1.75,2.0,2.1826923076923075,0.7211538461538461,2.423076923076923,103.0
0,2.25,1.5,1.0625,3.1,4.5875,3.1375,3.2375,1.25,1.625,1.6125,0.8625,0.5,2.0875,3.0375,1.8625,1.9625,0.5625,0.9,79.0
